County,Year,All causes (total),Alzheimer's disease,Malignant neoplasms,Chronic lower respiratory diseases,Diabetes mellitus,Assault (homicide),Diseases of heart,Essential hypertension and hypertensive renal disease,Accidents (unintentional injuries),Chronic liver disease and cirrhosis,"Nephritis, nephrotic syndrome and nephrosis",Parkinson's disease,Influenza and pneumonia,Cerebrovascular diseases,Intentional self-harm (suicide),annual_mean_pm25,annual_mean_ozone,annual_mean_pb,annual_mean_pm10,annual_mean_co,annual_mean_no2,annual_mean_so2,FIPS,asthma_er_avg,cancer_incidence_rate,asthma_deaths,Bladder_Surgery_Ct,Brain_Surgery_Ct,Breast_Surgery_Ct,Colon_Surgery_Ct,Esophagus_Surgery_Ct,Liver_Surgery_Ct,Lung_Surgery_Ct,Pancreas_Surgery_Ct,Prostate_Surgery_Ct,Rectum_Surgery_Ct,Stomach_Surgery_Ct,hpi2score,economic,education,housing,healthcareaccess,neighborhood,pollution,transportation,social,insured,uncrowded,homeownership,automobile,commute,inpreschool,inhighschool,bachelorsed,employed,abovepoverty,income,tree_canopy,supermarkets,park_access,h2o_contam
Napa,2018,1206,84,277,55,30.5,NA,265,14.5,63,14.5,12,19,23,50.5,14,11.41388101983003,0.03553581661891118,NA,13.486486486486486,0.42825484764542937,13.904885057471263,NA,6055,515,128,8,1,2,91,21,NA,2,26,NA,12,6,NA,0.3016276892972973,0.4793686163783784,0.06147552710810811,0.2993641531081081,0.3865010043243243,-0.023889239216216215,0.5841070641351351,0.05832141991891892,0.6119113454324324,84.0972972972973,94.33243243243243,60.486486486486484,95.47567567567567,6.438049242621622,48.08054054054054,98.9918918918919,33.116216216216216,75.62162162162163,72.79521441324324,74996.7027027027,14.2501086,43.510437458675675,74.65989891891891,590.6553641
Napa,2019,1255.5,89.5,268,54,30,NA,306,NA,58,15.5,21.5,20,16,69.5,20.5,5.923098591549296,0.036302857142857144,NA,13.214285714285714,0.35276243093922655,11.747457627118644,NA,6055,515,128,8,NA,8,69,13,4,1,16,1,10,11,NA,0.3016276892972973,0.4793686163783784,0.06147552710810811,0.2993641531081081,0.3865010043243243,-0.023889239216216215,0.5841070641351351,0.05832141991891892,0.6119113454324324,84.0972972972973,94.33243243243243,60.486486486486484,95.47567567567567,6.438049242621622,48.08054054054054,98.9918918918919,33.116216216216216,75.62162162162163,72.79521441324324,74996.7027027027,14.2501086,43.510437458675675,74.65989891891891,590.6553641
Nevada,2017,1055.5,36,264,41.5,26.5,NA,244,13.5,57,24,14.5,11,29,60,19.5,5.832142857142857,0.05529752066115703,NA,NA,NA,NA,NA,6057,247.66666666666666,140.7,NA,NA,NA,82,23,NA,1,1,NA,4,7,1,0.1460394286,-0.1406937993,0.002156966599999993,0.34696807955,0.13365479615,0.64688290015,0.62089934575,-0.003170863199999998,0.8012372955,81.03,98.05,73.58,96.005,4.2790175317,54.228,96.605,33.825,64.925,70.4442711205,58588.85,47.387750435,12.64942046715,41.680939,360.35451564150003
Nevada,2018,1032.5,37.5,236.5,65.5,21,NA,256.5,NA,56.5,23.5,11,12.5,23,54,23,6.3884765625,0.04873259052924791,NA,NA,NA,NA,NA,6057,247.66666666666666,140.7,NA,NA,NA,94,15,NA,NA,NA,NA,NA,7,NA,0.1460394286,-0.1406937993,0.002156966599999993,0.34696807955,0.13365479615,0.64688290015,0.62089934575,-0.003170863199999998,0.8012372955,81.03,98.05,73.58,96.005,4.2790175317,54.228,96.605,33.825,64.925,70.4442711205,58588.85,47.387750435,12.64942046715,41.680939,360.35451564150003
Nevada,2019,978.5,58,233,59.5,16,NA,229.5,17.5,49,13.5,14,12.5,19.5,50.5,20.5,5.821673003802282,0.04708215297450425,NA,NA,NA,NA,NA,6057,247.66666666666666,140.7,NA,NA,NA,121,21,NA,NA,NA,1,1,9,NA,0.1460394286,-0.1406937993,0.002156966599999993,0.34696807955,0.13365479615,0.64688290015,0.62089934575,-0.003170863199999998,0.8012372955,81.03,98.05,73.58,96.005,4.2790175317,54.228,96.605,33.825,64.925,70.4442711205,58588.85,47.387750435,12.64942046715,41.680939,360.35451564150003
Orange,2017,20532.5,1459.5,4794.5,1024.5,520,74,4991.5,336.5,969.5,410.5,352,330.5,562.5,1447.5,324.5,11.706720741599073,0.04544942903752039,NA,25.367945823927766,0.5696029776674938,26.460403225806452,0.41564245810055866,6059,8529.333333333334,128.2,82,59,369,2638,624,35,129,354,129,515,276,74,0.1985431788041958,0.4316897259527972,0.17026139503321677,0.03549411232342657,0.1422497229423077,0.04291622323776224,0.18305755015734265,0.004387826433566434,0.05857434995629371,81.13426573426574,89.9986013986014,59.27972027972028,95.25944055944056,5.467839337673077,55.31951048951049,98.1788111888112,37.36486013986014,73.24038461538461,71.6272216129021,81274.56993006993,4.769757025524475,56.364290022374654,87.47900798951049,362.46582584003494
Orange,2018,20891,1534,4819.5,978,555.5,65,4995.5,324,951,390.5,415.5,363.5,588.5,1520,369.5,11.33141304347826,0.04343445692883895,NA,25.811627906976746,0.5273871206513694,26.046415094339622,NA,6059,8529.333333333334,128.2,82,45,359,2688,670,42,158,359,128,396,249,102,0.1985431788041958,0.4316897259527972,0.17026139503321677,0.03549411232342657,0.1422497229423077,0.04291622323776224,0.18305755015734265,0.004387826433566434,0.05857434995629371,81.13426573426574,89.9986013986014,59.27972027972028,95.25944055944056,5.467839337673077,55.31951048951049,98.1788111888112,37.36486013986014,73.24038461538461,71.6272216129021,81274.56993006993,4.769757025524475,56.364290022374654,87.47900798951049,362.46582584003494
Orange,2019,20848.5,1515.5,4872,963,537,55,5019,309,954,402,411,401,529.5,1465,340,8.95356738391846,0.04423831775700934,NA,21.318181818181817,0.47188365650969527,25.031515711645103,NA,6059,8529.333333333334,128.2,82,36,358,2755,664,41,179,362,146,403,333,106,0.1985431788041958,0.4316897259527972,0.17026139503321677,0.03549411232342657,0.1422497229423077,0.04291622323776224,0.18305755015734265,0.004387826433566434,0.05857434995629371,81.13426573426574,89.9986013986014,59.27972027972028,95.25944055944056,5.467839337673077,55.31951048951049,98.1788111888112,37.36486013986014,73.24038461538461,71.6272216129021,81274.56993006993,4.769757025524475,56.364290022374654,87.47900798951049,362.46582584003494
Placer,2017,3601,269,777,208.5,99,12,777,56,173.5,64,34.5,49,104.5,198,51.5,6.36496259351621,0.04185057471264368,0.0015153846153846153,15.363372093023257,NA,17.75070821529745,NA,6061,1128.3333333333333,141.4,6,9,19,671,125,NA,5,51,3,74,48,2,0.32036028146835444,0.35469738902531645,0.13101041515189873,0.42278276845569623,0.6124229862658228,0.26067035592405063,0.5436500515443038,-0.001649072430379746,0.7714568259746836,86.8379746835443,97.62151898734177,69.0126582278481,96.05316455696203,4.24931308856962,55.36556962025316,97.96329113924051,35.72911392405063,70.22911392405064,77.26919215531646,76023.55696202532,19.707829392405063,28.607796363649367,73.59329164556962,211.4627341649367
Placer,2018,3707.5,277,808,206.5,96.5,NA,824.5,50.5,140.5,65,33,59,88,241.5,53,10.025,0.039368571428571426,0.002016774193548387,22.03370786516854,NA,17.34169014084507,NA,6061,1128.3333333333333,141.4,6,14,21,579,148,1,4,37,4,62,51,NA,0.32036028146835444,0.35469738902531645,0.13101041515189873,0.42278276845569623,0.6124229862658228,0.26067035592405063,0.5436500515443038,-0.001649072430379746,0.7714568259746836,86.8379746835443,97.62151898734177,69.0126582278481,96.05316455696203,4.24931308856962,55.36556962025316,97.96329113924051,35.72911392405063,70.22911392405064,77.26919215531646,76023.55696202532,19.707829392405063,28.607796363649367,73.59329164556962,211.4627341649367
Placer,2019,3536,256,806.5,184.5,112.5,12,745,63.5,162,63.5,35,52,61.5,236,60.5,5.467952522255193,0.04453349282296651,0.0016156666666666667,14.363888888888889,NA,16.117827298050138,NA,6061,1128.3333333333333,141.4,6,15,8,618,137,1,3,25,3,80,55,NA,0.32036028146835444,0.35469738902531645,0.13101041515189873,0.42278276845569623,0.6124229862658228,0.26067035592405063,0.5436500515443038,-0.001649072430379746,0.7714568259746836,86.8379746835443,97.62151898734177,69.0126582278481,96.05316455696203,4.24931308856962,55.36556962025316,97.96329113924051,35.72911392405063,70.22911392405064,77.26919215531646,76023.55696202532,19.707829392405063,28.607796363649367,73.59329164556962,211.4627341649367
Plumas,2017,191,NA,53.5,13.5,11,0,39.5,NA,14.5,NA,NA,0,0,NA,NA,12.80247619047619,NA,NA,NA,NA,NA,NA,6063,88.66666666666667,138.9,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,-0.1490018665,-0.5125078733333334,-0.5601881695,0.3208315938333334,0.037757857166666665,0.43527479916666667,0.4733395893333333,-0.081986287,0.5281505271666667,79.86666666666666,98.71666666666667,73.86666666666667,93.21666666666667,6.2161768155,21.733333333333334,96.86666666666667,23.083333333333332,59.03333333333333,67.83492769,48705.666666666664,31.8198064,36.93970242333333,50.197575,503.32443943333334
Plumas,2018,199,NA,42.5,13.5,NA,0,44,NA,22,NA,NA,NA,0,14,NA,11.94084249084249,NA,NA,NA,NA,NA,NA,6063,88.66666666666667,138.9,NA,NA,NA,2,5,NA,1,NA,NA,NA,1,NA,-0.1490018665,-0.5125078733333334,-0.5601881695,0.3208315938333334,0.037757857166666665,0.43527479916666667,0.4733395893333333,-0.081986287,0.5281505271666667,79.86666666666666,98.71666666666667,73.86666666666667,93.21666666666667,6.2161768155,21.733333333333334,96.86666666666667,23.083333333333332,59.03333333333333,67.83492769,48705.666666666664,31.8198064,36.93970242333333,50.197575,503.32443943333334
Plumas,2019,170,NA,32.5,NA,NA,0,51,NA,12,NA,0,0,NA,NA,NA,9.27754716981132,NA,NA,NA,NA,NA,NA,6063,88.66666666666667,138.9,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,-0.1490018665,-0.5125078733333334,-0.5601881695,0.3208315938333334,0.037757857166666665,0.43527479916666667,0.4733395893333333,-0.081986287,0.5281505271666667,79.86666666666666,98.71666666666667,73.86666666666667,93.21666666666667,6.2161768155,21.733333333333334,96.86666666666667,23.083333333333332,59.03333333333333,67.83492769,48705.666666666664,31.8198064,36.93970242333333,50.197575,503.32443943333334
Riverside,2017,16467.5,1038,3598.5,1006,477,91.5,4633,270.5,979,332.5,254.5,173.5,304,907,269,11.308947081287506,0.052745865970409055,0.004946428571428571,36.99618453000347,0.3622869708631116,18.071830985915494,0.6173553719008265,6065,9422.666666666666,112.6,53,18,99,1265,435,19,32,117,32,197,158,33,-0.2619824233710407,-0.3168657613031674,-0.3749287213031674,0.1380304259479638,-0.3066077540248869,-0.24606220480995475,-0.520660000040724,-0.0990993261923077,-0.19407011892986425,75.68914027149322,91.9210407239819,64.31719457013574,94.80497737556561,3.659886328821267,35.997737556561084,97.79737556561086,20.020588235294117,64.69140271493212,60.075250902307694,58975.565610859725,2.8229427785067873,30.728698956142985,51.76229368778281,737.7791582056561
Riverside,2018,16946.5,1058,3717.5,1153,443.5,107.5,4623,281.5,1021.5,321.5,238,216.5,369,945,300.5,10.232910737386804,0.05125403817914831,0.005288681318681319,36.22199312714777,0.3977401129943503,18.364781704781706,0.7426966292134831,6065,9422.666666666666,112.6,53,24,107,1287,390,5,56,128,22,174,148,26,-0.2619824233710407,-0.3168657613031674,-0.3749287213031674,0.1380304259479638,-0.3066077540248869,-0.24606220480995475,-0.520660000040724,-0.0990993261923077,-0.19407011892986425,75.68914027149322,91.9210407239819,64.31719457013574,94.80497737556561,3.659886328821267,35.997737556561084,97.79737556561086,20.020588235294117,64.69140271493212,60.075250902307694,58975.565610859725,2.8229427785067873,30.728698956142985,51.76229368778281,737.7791582056561
Riverside,2019,17099,1007,3735,1004,534.5,121.5,4716.5,304,1025,374,272.5,237.5,327,978.5,321,8.41092032967033,0.05037298766464562,0.0048104494382022476,32.092176116566364,0.37641873278236915,19.345431684828164,0.6649025069637883,6065,9422.666666666666,112.6,53,12,118,1230,365,7,32,121,28,215,163,30,-0.2619824233710407,-0.3168657613031674,-0.3749287213031674,0.1380304259479638,-0.3066077540248869,-0.24606220480995475,-0.520660000040724,-0.0990993261923077,-0.19407011892986425,75.68914027149322,91.9210407239819,64.31719457013574,94.80497737556561,3.659886328821267,35.997737556561084,97.79737556561086,20.020588235294117,64.69140271493212,60.075250902307694,58975.565610859725,2.8229427785067873,30.728698956142985,51.76229368778281,737.7791582056561
Sacramento,2017,12156.5,765,2624.5,615,461.5,91.5,2593,313.5,670.5,215.5,47.5,139.5,249,778,207.5,9.675857519788918,0.041283479061205705,0.0014901960784313726,18.033512064343164,0.44063886424134874,13.51628045157457,2.711353711790393,6067,9598.666666666666,127.3,69,88,209,1323,308,32,57,212,63,516,165,35,-0.023227483980456026,-0.15194365621824105,-0.1004096893257329,0.17352908356677524,0.29341619857980455,0.21269146556351792,0.20625193743322476,-0.09247843739087948,0.06453031712703583,82.96807817589577,94.85732899022801,56.06449511400651,92.60195439739414,6.804515367791531,45.68729641693811,97.95055374592833,28.932247557003258,67.69543973941369,62.40616172221498,59967.27361563518,13.91849861791531,40.28670584213127,86.77792208469056,408.1833591582736
Sacramento,2018,12078.5,849.5,2516.5,606.5,502,83.5,2580.5,290,686.5,217,58.5,134,280,794.5,208,12.236964656964657,0.041502150023889156,0.002,26.867572156196943,0.48510838831291236,13.718702513150205,0.8344632768361582,6067,9598.666666666666,127.3,69,90,205,1405,336,28,66,239,70,218,167,36,-0.023227483980456026,-0.15194365621824105,-0.1004096893257329,0.17352908356677524,0.29341619857980455,0.21269146556351792,0.20625193743322476,-0.09247843739087948,0.06453031712703583,82.96807817589577,94.85732899022801,56.06449511400651,92.60195439739414,6.804515367791531,45.68729641693811,97.95055374592833,28.932247557003258,67.69543973941369,62.40616172221498,59967.27361563518,13.91849861791531,40.28670584213127,86.77792208469056,408.1833591582736
Sacramento,2019,12232.5,759.5,2681,597,485,86,2530.5,273,754.5,212.5,68,153.5,233.5,809.5,207.5,7.100140581068416,0.04061875,0.0019743589743589744,19.72742474916388,0.42103990326481255,14.221097322011756,0.7722222222222223,6067,9598.666666666666,127.3,69,89,248,1430,309,28,65,272,74,231,176,40,-0.023227483980456026,-0.15194365621824105,-0.1004096893257329,0.17352908356677524,0.29341619857980455,0.21269146556351792,0.20625193743322476,-0.09247843739087948,0.06453031712703583,82.96807817589577,94.85732899022801,56.06449511400651,92.60195439739414,6.804515367791531,45.68729641693811,97.95055374592833,28.932247557003258,67.69543973941369,62.40616172221498,59967.27361563518,13.91849861791531,40.28670584213127,86.77792208469056,408.1833591582736
San Benito,2017,333.5,NA,81.5,22,13,NA,67.5,11,25,NA,NA,NA,NA,19.5,NA,4.889834024896266,0.040718446601941745,NA,18.924418604651162,NA,NA,NA,6069,333,114.8,NA,NA,NA,13,1,NA,NA,NA,NA,1,NA,NA,0.10351415654545454,0.24237404154545455,-0.22873079872727273,0.18544915163636363,0.21960982818181818,-0.2630364140909091,0.6164892334545454,0.037214752272727275,0.290803319,82.07272727272728,90.91818181818182,63.03636363636364,97.52727272727273,3.1595096965454545,41.9,99.26363636363637,18.927272727272726,71.07272727272728,69.89802645090909,73721.90909090909,4.639097936363637,39.454918651999996,36.626225454545455,652.5689415363636
San Benito,2018,289,NA,64.5,16.5,14,0,66.5,NA,21.5,NA,NA,NA,NA,20,NA,6.618336886993603,0.03996527777777778,NA,20.158333333333335,NA,NA,NA,6069,333,114.8,NA,NA,NA,11,6,NA,NA,NA,NA,NA,2,NA,0.10351415654545454,0.24237404154545455,-0.22873079872727273,0.18544915163636363,0.21960982818181818,-0.2630364140909091,0.6164892334545454,0.037214752272727275,0.290803319,82.07272727272728,90.91818181818182,63.03636363636364,97.52727272727273,3.1595096965454545,41.9,99.26363636363637,18.927272727272726,71.07272727272728,69.89802645090909,73721.90909090909,4.639097936363637,39.454918651999996,36.626225454545455,652.5689415363636
San Benito,2019,321.5,14,58,24,13.5,0,57,12,26.5,NA,NA,NA,NA,19,NA,4.530257510729614,0.03992997198879552,NA,16.598314606741575,NA,NA,NA,6069,333,114.8,NA,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA,0.10351415654545454,0.24237404154545455,-0.22873079872727273,0.18544915163636363,0.21960982818181818,-0.2630364140909091,0.6164892334545454,0.037214752272727275,0.290803319,82.07272727272728,90.91818181818182,63.03636363636364,97.52727272727273,3.1595096965454545,41.9,99.26363636363637,18.927272727272726,71.07272727272728,69.89802645090909,73721.90909090909,4.639097936363637,39.454918651999996,36.626225454545455,652.5689415363636
San Bernardino,2017,14669,787.5,3010.5,953.5,703,142.5,3447,261.5,770.5,343,257.5,117,259,821,229.5,11.669824561403509,0.05454491166956955,0.01100952380952381,27.488301886792453,0.49341994970662195,32.24381461675579,1.4994344957587182,6071,10816.333333333334,111.1,65,53,166,1131,320,18,58,111,24,514,162,41,-0.32296648567966574,-0.46386626188300834,-0.37761182488857936,0.04154151366016713,-0.22137382591643454,-0.20788440652089135,-0.6609382675097493,-0.12724226925069637,-0.2350304827437326,76.72311977715877,90.56100278551531,59.39888579387187,93.99136490250696,4.104582087362117,39.98384401114206,97.45097493036212,18.11476323119777,63.52646239554318,56.25282711966574,55159.33147632312,4.402870239554318,35.035326140992204,59.19957381615599,664.9738581332402
San Bernardino,2018,14754,713.5,3062.5,928,706,135,3558.5,244,878,335,247.5,136,311.5,739.5,239,11.269344687152905,0.0550315,0.006053571428571429,26.658462703521394,0.4355751391465677,31.13294797687861,1.4188280499519692,6071,10816.333333333334,111.1,65,55,169,1200,324,23,54,123,20,470,136,42,-0.32296648567966574,-0.46386626188300834,-0.37761182488857936,0.04154151366016713,-0.22137382591643454,-0.20788440652089135,-0.6609382675097493,-0.12724226925069637,-0.2350304827437326,76.72311977715877,90.56100278551531,59.39888579387187,93.99136490250696,4.104582087362117,39.98384401114206,97.45097493036212,18.11476323119777,63.52646239554318,56.25282711966574,55159.33147632312,4.402870239554318,35.035326140992204,59.19957381615599,664.9738581332402
San Bernardino,2019,14941.5,706.5,3015,941,685.5,156.5,3598,283,851.5,391.5,271,126,281.5,801,232,9.582995796713794,0.053437359339834956,0.00611864406779661,23.896781789638933,0.39663236669784846,30.166557734204794,1.860559305689489,6071,10816.333333333334,111.1,65,56,185,1366,320,23,53,130,33,434,152,43,-0.32296648567966574,-0.46386626188300834,-0.37761182488857936,0.04154151366016713,-0.22137382591643454,-0.20788440652089135,-0.6609382675097493,-0.12724226925069637,-0.2350304827437326,76.72311977715877,90.56100278551531,59.39888579387187,93.99136490250696,4.104582087362117,39.98384401114206,97.45097493036212,18.11476323119777,63.52646239554318,56.25282711966574,55159.33147632312,4.402870239554318,35.035326140992204,59.19957381615599,664.9738581332402
San Diego,2017,22160,1461,5156,1036.5,824.5,87.5,4901,474,1272,381.5,78.5,363,402,1405.5,444,8.922461814914644,0.046225668449197864,0.015432576923076924,22.502463054187192,0.5991758241758242,18.482225010455878,0.2642441860465116,6073,9882.666666666666,129.1,68,97,251,2614,703,43,135,279,94,672,284,65,0.08574608320292208,0.08219731402272727,0.05498476893506493,0.12860932120616883,0.10908818648863637,-0.03222105968344156,0.28637339983116883,-0.027551110863636364,0.2752050278831169,80.73198051948052,93.07467532467533,53.56233766233766,93.88133116883117,6.589619454667208,53.09285714285714,97.45051948051947,34.736038961038965,69.21737012987013,67.21725032464286,69388.35064935064,4.453020335551948,47.14075823403247,81.55199433441558,304.7622928936688
San Diego,2018,22237,1476,5131.5,1023,791.5,90.5,4796.5,463,1315.5,335.5,97.5,369,460.5,1491,462.5,9.974008399440038,0.0449771621115687,0.014213910614525139,22.83777239709443,0.5355281207133059,16.94991789819376,0.2667621776504298,6073,9882.666666666666,129.1,68,87,233,2665,720,29,163,304,82,540,355,75,0.08574608320292208,0.08219731402272727,0.05498476893506493,0.12860932120616883,0.10908818648863637,-0.03222105968344156,0.28637339983116883,-0.027551110863636364,0.2752050278831169,80.73198051948052,93.07467532467533,53.56233766233766,93.88133116883117,6.589619454667208,53.09285714285714,97.45051948051947,34.736038961038965,69.21737012987013,67.21725032464286,69388.35064935064,4.453020335551948,47.14075823403247,81.55199433441558,304.7622928936688
San Diego,2019,22558,1555,5152,1027,777,93.5,4815.5,440,1362.5,369.5,138,384,298.5,1655,431,9.305150812064966,0.043191267387944356,0.008829395604395605,23.8135593220339,0.5252054794520548,17.16829363529871,0.1924198250728863,6073,9882.666666666666,129.1,68,86,281,2910,717,55,147,310,88,445,271,84,0.08574608320292208,0.08219731402272727,0.05498476893506493,0.12860932120616883,0.10908818648863637,-0.03222105968344156,0.28637339983116883,-0.027551110863636364,0.2752050278831169,80.73198051948052,93.07467532467533,53.56233766233766,93.88133116883117,6.589619454667208,53.09285714285714,97.45051948051947,34.736038961038965,69.21737012987013,67.21725032464286,69388.35064935064,4.453020335551948,47.14075823403247,81.55199433441558,304.7622928936688
San Francisco,2017,6083,329.5,1399,231.5,148,53,1299.5,82,363,99.5,104,76.5,127,420,108,9.680167597765363,0.028708683473389354,0.007644444444444444,20.9,0.5024725274725275,23.842105263157894,NA,6075,2926.3333333333335,122.4,19,75,409,1286,291,33,246,125,127,387,202,56,0.4736494048730159,0.6011149981005292,0.5873492417037037,-0.26282168932804234,0.7974926012804233,0.3669760171640212,0.20994293012169313,0.5701316484814815,0.1531973917830688,89.08306878306878,93.32010582010582,38.195238095238096,71.32275132275132,51.20508840957672,71.81555555555556,97.33407407407407,53.643915343915346,76.31111111111112,72.31067754624338,85127.40211640211,6.913235283597884,89.38900821088889,99.01958873015873,181.81765482645503
San Francisco,2018,5940,282,1463,191.5,125.5,44,1236,80,408.5,106,83,60,133,419,81.5,11.676487252124646,0.02917548746518106,0.009947,18.833333333333332,0.43424657534246575,22.21578947368421,NA,6075,2926.3333333333335,122.4,19,63,368,1166,232,34,238,107,133,322,208,52,0.4736494048730159,0.6011149981005292,0.5873492417037037,-0.26282168932804234,0.7974926012804233,0.3669760171640212,0.20994293012169313,0.5701316484814815,0.1531973917830688,89.08306878306878,93.32010582010582,38.195238095238096,71.32275132275132,51.20508840957672,71.81555555555556,97.33407407407407,53.643915343915346,76.31111111111112,72.31067754624338,85127.40211640211,6.913235283597884,89.38900821088889,99.01958873015873,181.81765482645503
San Francisco,2019,6098.5,295.5,1330,194,135,36,1360,89.5,598,91.5,93.5,76.5,106.5,401,92,7.667409470752089,0.03179329608938548,0.0034271428571428573,13.733333333333333,0.3712328767123288,19.57130919220056,NA,6075,2926.3333333333335,122.4,19,78,349,1083,182,23,159,102,96,364,172,44,0.4736494048730159,0.6011149981005292,0.5873492417037037,-0.26282168932804234,0.7974926012804233,0.3669760171640212,0.20994293012169313,0.5701316484814815,0.1531973917830688,89.08306878306878,93.32010582010582,38.195238095238096,71.32275132275132,51.20508840957672,71.81555555555556,97.33407407407407,53.643915343915346,76.31111111111112,72.31067754624338,85127.40211640211,6.913235283597884,89.38900821088889,99.01958873015873,181.81765482645503
San Joaquin,2017,5379,279,1072.5,319,200.5,73,1077,82,345,146,104,48,135.5,319,83.5,10.772834937083642,0.040470149253731345,0.00485,25.43949044585987,0.41444444444444445,17.720118343195267,NA,6077,4599.333333333333,116.2,25,16,2,410,159,11,8,58,7,40,67,10,-0.30725609428985506,-0.5320468634202898,-0.4040717513985507,0.08197271680434783,-0.08989366823188405,0.013014905195652175,-0.23321770852898552,-0.22684003749275364,-0.14459639311594202,78.31811594202898,91.73768115942029,53.620289855072464,92.07028985507246,4.3779494944710144,40.10144927536232,97.4572463768116,16.368840579710145,63.23623188405797,54.62253594195652,52205.29710144927,9.229931845652175,41.084854914171736,78.84558949275362,584.283069815942
San Joaquin,2018,5467,255.5,1146.5,282.5,194.5,60.5,1150.5,75.5,320,134,133.5,56,133.5,370,75.5,14.722066057624737,0.040776685393258426,0.005445322580645161,27.282894736842106,0.4544927536231884,18.55960729312763,NA,6077,4599.333333333333,116.2,25,3,7,527,157,10,10,28,6,34,51,12,-0.30725609428985506,-0.5320468634202898,-0.4040717513985507,0.08197271680434783,-0.08989366823188405,0.013014905195652175,-0.23321770852898552,-0.22684003749275364,-0.14459639311594202,78.31811594202898,91.73768115942029,53.620289855072464,92.07028985507246,4.3779494944710144,40.10144927536232,97.4572463768116,16.368840579710145,63.23623188405797,54.62253594195652,52205.29710144927,9.229931845652175,41.084854914171736,78.84558949275362,584.283069815942
San Joaquin,2019,5509,274,1108,262,163.5,60,1156,74.5,357.5,123.5,105.5,48,115,391,81,8.258990053557765,0.03999281609195402,0.004118813559322034,23.467142857142857,0.37589041095890413,18.134950071326678,NA,6077,4599.333333333333,116.2,25,7,10,515,162,4,2,28,9,18,68,6,-0.30725609428985506,-0.5320468634202898,-0.4040717513985507,0.08197271680434783,-0.08989366823188405,0.013014905195652175,-0.23321770852898552,-0.22684003749275364,-0.14459639311594202,78.31811594202898,91.73768115942029,53.620289855072464,92.07028985507246,4.3779494944710144,40.10144927536232,97.4572463768116,16.368840579710145,63.23623188405797,54.62253594195652,52205.29710144927,9.229931845652175,41.084854914171736,78.84558949275362,584.283069815942
San Luis Obispo,2017,2491.5,188.5,510.5,181,55.5,NA,549.5,28.5,124,32,26.5,45.5,51.5,196,54,7.81882605583393,0.041194590230117074,NA,23.990371991247265,NA,9.313617606602476,0.008241758241758242,6079,752.3333333333334,143.5,NA,NA,22,81,49,2,2,14,6,40,12,1,0.19736837745833333,0.08827234977083333,0.12457707508333334,0.27563241752083334,0.34224437754166664,-0.1812765285,0.665145633875,0.15540710852083334,0.6608134149375,83.56041666666667,96.45625,57.7125,95.4125,8.7984551258125,53.37291666666667,98.36041666666667,35.35,70.77083333333333,68.22132990958333,62438.916666666664,8.326603516666667,31.414606269375,55.03403791666667,499.62970009916666
San Luis Obispo,2018,2428.5,123,571,151.5,39,NA,474,51.5,113.5,53.5,35,37.5,47,243.5,57.5,7.107266187050359,0.04033775100401606,NA,22.87815631262525,NA,9.382022471910112,0.0684931506849315,6079,752.3333333333334,143.5,NA,1,23,64,50,5,2,17,17,51,11,1,0.19736837745833333,0.08827234977083333,0.12457707508333334,0.27563241752083334,0.34224437754166664,-0.1812765285,0.665145633875,0.15540710852083334,0.6608134149375,83.56041666666667,96.45625,57.7125,95.4125,8.7984551258125,53.37291666666667,98.36041666666667,35.35,70.77083333333333,68.22132990958333,62438.916666666664,8.326603516666667,31.414606269375,55.03403791666667,499.62970009916666
San Luis Obispo,2019,2353,129,529.5,122.5,49,NA,456.5,47.5,137.5,51.5,43,34,47.5,255.5,47.5,5.646018322762509,0.03940636327023762,NA,18.563804173354736,NA,8.12707182320442,0.17307692307692307,6079,752.3333333333334,143.5,NA,1,23,49,42,3,2,22,7,36,15,4,0.19736837745833333,0.08827234977083333,0.12457707508333334,0.27563241752083334,0.34224437754166664,-0.1812765285,0.665145633875,0.15540710852083334,0.6608134149375,83.56041666666667,96.45625,57.7125,95.4125,8.7984551258125,53.37291666666667,98.36041666666667,35.35,70.77083333333333,68.22132990958333,62438.916666666664,8.326603516666667,31.414606269375,55.03403791666667,499.62970009916666
San Mateo,2017,4737,308.5,1079.5,200.5,109.5,13,1109.5,100,185.5,62.5,75.5,75.5,125,337.5,55,9.005898876404494,0.03157627118644068,0.015095238095238096,NA,0.5192307692307693,21.661432506887053,NA,6081,2128,137.8,14,9,149,717,146,10,7,23,11,38,46,49,0.6381711375769231,0.9609226794807693,0.4939159853846154,0.27969846662820513,0.7952950616602564,0.34100679475,0.6622241031538462,0.3084479279038462,0.7116471710705128,89.05641025641026,92.8576923076923,61.94358974358974,94.89615384615385,13.084818759935898,66.99435897435897,98.44871794871794,47.33910256410256,76.92564102564103,80.50421538076922,104875.40256410257,16.256288967948716,59.409982271333334,87.80512935897436,377.81505520045164
