"indicator","reportyear","FIPS","County_Name","County_FIPS","parkaccess_n","parkaccess_d","parkaccess_pct","parkaccess_se_pct","parkaccess_rse","parkaccess_pctile","source","version","notes"
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013306003,"Contra Costa",6013,3143,4881,64.39254,0.68538,1.924821372,30.06544335,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013306004,"Contra Costa",6013,3324,3324,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013307101,"Contra Costa",6013,4166,4166,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013307102,"Contra Costa",6013,2894,5038,57.44343,0.69659,1.636856542,26.34415501,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013307201,"Contra Costa",6013,3467,3467,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013307202,"Contra Costa",6013,3933,3933,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013307204,"Contra Costa",6013,4300,4300,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013307205,"Contra Costa",6013,6595,6595,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013308001,"Contra Costa",6013,6457,7229,89.32079,0.36325,3.401468835,47.61965867,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013308002,"Contra Costa",6013,2151,4194,51.28755,0.77181,1.58442041,23.45694854,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013309000,"Contra Costa",6013,2771,2771,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013310000,"Contra Costa",6013,5076,5641,89.98405,0.39972,3.990834619,48.24842808,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013311000,"Contra Costa",6013,3503,5001,70.04599,0.64773,2.162414982,33.02964199,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013312000,"Contra Costa",6013,2288,2292,99.82548,0.08718,49.95415998,61.85037854,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013313101,"Contra Costa",6013,7251,7251,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013313102,"Contra Costa",6013,3984,3984,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013313103,"Contra Costa",6013,7660,7723,99.18425,0.10235,12.54673613,60.42602335,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013313203,"Contra Costa",6013,3222,3222,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013313204,"Contra Costa",6013,5143,5542,92.80043,0.34721,4.82264913,51.28961889,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013313205,"Contra Costa",6013,1724,1724,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013313206,"Contra Costa",6013,5757,5757,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013314102,"Contra Costa",6013,5743,5923,96.961,0.22305,7.33958539,56.57641473,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013314103,"Contra Costa",6013,5114,5546,92.2106,0.35988,4.620124785,50.66084948,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013314104,"Contra Costa",6013,7118,7118,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013314200,"Contra Costa",6013,1376,6482,21.22802,0.50791,2.39263954,11.9209547,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013315000,"Contra Costa",6013,557,3281,16.97653,0.65542,3.860741859,10.59925574,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013317000,"Contra Costa",6013,1399,2144,65.25187,1.02837,2.959497389,30.4889003,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013318000,"Contra Costa",6013,2928,3267,89.62351,0.53353,5.141719406,47.9019633,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013319000,"Contra Costa",6013,5516,7412,74.41986,0.50679,1.981185404,35.62171179,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013320001,"Contra Costa",6013,619,3615,17.1231,0.62655,3.659092104,10.70191197,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013320003,"Contra Costa",6013,2805,2805,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013320004,"Contra Costa",6013,3899,6216,62.72523,0.6133,1.645348851,29.14153728,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013321101,"Contra Costa",6013,5258,6549,80.28707,0.4916,2.493794682,39.70229693,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013321102,"Contra Costa",6013,5970,6689,89.25101,0.37871,3.523214739,47.5426665,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013321103,"Contra Costa",6013,4207,4518,93.11642,0.37666,5.471862025,51.66174772,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013321200,"Contra Costa",6013,5077,5533,91.75854,0.3697,4.485855661,50.2245605,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013322000,"Contra Costa",6013,6085,6085,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013323000,"Contra Costa",6013,4215,4352,96.85202,0.26468,8.407931435,56.46092647,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013324001,"Contra Costa",6013,1937,4615,41.97183,0.72646,1.730827557,19.41485949,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013324002,"Contra Costa",6013,3555,5141,69.14997,0.64417,2.088069282,32.51636084,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013325000,"Contra Costa",6013,5485,5514,99.47407,0.09741,18.52147624,60.97780059,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013326000,"Contra Costa",6013,2987,3437,86.90719,0.57538,4.394625753,45.13024509,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013327000,"Contra Costa",6013,4886,6695,72.97984,0.54271,2.008537329,34.90311818,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013328000,"Contra Costa",6013,2281,2281,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013329000,"Contra Costa",6013,6309,6309,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013330000,"Contra Costa",6013,5353,5353,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013331000,"Contra Costa",6013,5247,7013,74.81819,0.51832,2.058311138,35.76286411,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013332000,"Contra Costa",6013,3298,7534,43.77489,0.57156,1.305680037,20.08212498,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013333101,"Contra Costa",6013,3530,4091,86.28697,0.5378,3.921817425,44.60413191,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013333102,"Contra Costa",6013,947,3855,24.5655,0.69332,2.822332132,12.947517,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013333200,"Contra Costa",6013,4713,5926,79.53088,0.52413,2.560588828,39.07352752,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013334001,"Contra Costa",6013,3749,3749,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013334004,"Contra Costa",6013,6459,7367,87.67477,0.38299,3.107365948,45.83600667,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013334006,"Contra Costa",6013,4767,4767,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013334200,"Contra Costa",6013,4765,6794,70.13541,0.55524,1.859191772,33.11946619,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013335000,"Contra Costa",6013,3358,3358,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013336101,"Contra Costa",6013,4802,4802,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013336102,"Contra Costa",6013,7595,7595,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013336201,"Contra Costa",6013,4032,4032,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013336202,"Contra Costa",6013,5701,5701,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013337100,"Contra Costa",6013,3200,3200,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013337200,"Contra Costa",6013,5710,7183,79.49325,0.47639,2.323088739,39.00936738,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6013337300,"Contra Costa",6013,5096,6098,83.56838,0.47453,2.887907583,42.24303862,"HCI/CaLANDS Database","Wed13Dec17",""
